Jdatet	Time	PRN	Ele	Stec	Vtec
2459400.470833	23.3	27	79.31	12.37	7.87
2459400.471181	23.308333	27	79.55	12.34	7.86
2459400.471528	23.316667	27	79.79	12.3	7.82
2459400.471875	23.325	27	80.03	12.29	7.82
2459400.472222	23.333333	27	80.27	12.28	7.82
2459400.472569	23.341667	27	80.51	12.27	7.82
2459400.472917	23.35	27	80.75	12.27	7.82
2459400.473264	23.358333	27	80.99	12.25	7.82
2459400.473611	23.366667	27	81.23	12.23	7.8
2459400.473958	23.375	27	81.47	12.21	7.79
2459400.474306	23.383333	27	81.71	12.19	7.77
2459400.474653	23.391667	27	81.95	12.2	7.79
2459400.475	23.4	27	82.19	12.18	7.78
2459400.475347	23.408333	27	82.43	12.17	7.77
2459400.475694	23.416667	27	82.67	12.15	7.76
2459400.476042	23.425	27	82.91	12.13	7.74
2459400.476389	23.433333	27	83.15	12.11	7.73
2459400.476736	23.441667	27	83.39	12.11	7.74
2459400.477083	23.45	27	83.63	12.09	7.72
2459400.477431	23.458333	27	83.87	12.09	7.73
2459400.477778	23.466667	27	84.11	12.07	7.71
2459400.478125	23.475	27	84.35	12.06	7.71
2459400.478472	23.483333	27	84.59	12.05	7.7
2459400.478819	23.491667	27	84.83	12.03	7.69
2459400.479167	23.5	27	85.07	12.03	7.68
2459400.479514	23.508333	27	85.31	12.0	7.67
2459400.479861	23.516667	27	85.55	11.99	7.65
2459400.480208	23.525	27	85.79	11.98	7.65
2459400.480556	23.533333	27	86.02	11.96	7.63
2459400.480903	23.541667	27	86.26	11.94	7.62
2459400.48125	23.55	27	86.49	11.92	7.6
2459400.481597	23.558333	27	86.72	11.92	7.6
2459400.481944	23.566667	27	86.96	11.89	7.57
2459400.482292	23.575	27	87.19	11.88	7.56
2459400.482639	23.583333	27	87.41	11.87	7.56
2459400.482986	23.591667	27	87.64	11.86	7.55
2459400.483333	23.6	27	87.85	11.85	7.54
2459400.483681	23.608333	27	88.07	11.82	7.52
2459400.484028	23.616667	27	88.27	11.82	7.52
2459400.484375	23.625	27	88.46	11.8	7.49
2459400.484722	23.633333	27	88.63	11.78	7.48
2459400.485069	23.641667	27	88.78	11.77	7.46
2459400.485417	23.65	27	88.9	11.75	7.45
2459400.485764	23.658333	27	88.97	11.76	7.46
2459400.486111	23.666667	27	88.98	11.74	7.43
2459400.486458	23.675	27	88.93	11.72	7.42
2459400.486806	23.683333	27	88.83	11.73	7.43
2459400.487153	23.691667	27	88.7	11.7	7.4
2459400.4875	23.7	27	88.53	11.7	7.39
2459400.487847	23.708333	27	88.35	11.68	7.37
2459400.488194	23.716667	27	88.15	11.7	7.39
2459400.488542	23.725	27	87.94	11.66	7.36
2459400.488889	23.733333	27	87.72	11.65	7.34
2459400.489236	23.741667	27	87.5	11.66	7.35
2459400.489583	23.75	27	87.27	11.64	7.32
2459400.489931	23.758333	27	87.04	11.62	7.3
2459400.490278	23.766667	27	86.81	11.6	7.28
2459400.490625	23.775	27	86.57	11.6	7.28
2459400.490972	23.783333	27	86.34	11.6	7.28
2459400.491319	23.791667	27	86.1	11.58	7.25
2459400.491667	23.8	27	85.86	11.57	7.24
2459400.492014	23.808333	27	85.62	11.56	7.23
2459400.492361	23.816667	27	85.38	11.56	7.22
2459400.492708	23.825	27	85.14	11.57	7.23
2459400.493056	23.833333	27	84.9	11.56	7.22
2459400.493403	23.841667	27	84.66	11.56	7.21
2459400.49375	23.85	27	84.42	11.54	7.19
2459400.494097	23.858333	27	84.17	11.54	7.18
2459400.494444	23.866667	27	83.93	11.55	7.19
2459400.494792	23.875	27	83.69	11.54	7.17
2459400.495139	23.883333	27	83.44	11.53	7.16
2459400.495486	23.891667	27	83.2	11.53	7.15
2459400.495833	23.9	27	82.95	11.53	7.15
2459400.496181	23.908333	27	82.71	11.52	7.14
2459400.496528	23.916667	27	82.47	11.54	7.15
2459400.496875	23.925	27	82.22	11.54	7.14
2459400.497222	23.933333	27	81.98	11.54	7.14
2459400.497569	23.941667	27	81.73	11.55	7.14
2459400.497917	23.95	27	81.48	11.54	7.13
2459400.498264	23.958333	27	81.24	11.55	7.13
2459400.498611	23.966667	27	80.99	11.57	7.14
2459400.498958	23.975	27	80.75	11.59	7.15
2459400.499306	23.983333	27	80.5	11.59	7.15
2459400.499653	23.991667	27	80.26	11.6	7.15
2459400.210069	17.041667	29	30.16	25.16	10.11
2459400.210417	17.05	29	30.39	25.13	10.16
2459400.210764	17.058333	29	30.63	25.08	10.21
2459400.211111	17.066667	29	30.86	25.05	10.26
2459400.211458	17.075	29	31.1	25.05	10.33
2459400.211806	17.083333	29	31.34	25.02	10.38
2459400.212153	17.091667	29	31.57	25.03	10.46
2459400.2125	17.1	29	31.81	25.03	10.53
2459400.212847	17.108333	29	32.05	25.01	10.58
2459400.213194	17.116667	29	32.28	24.96	10.63
2459400.213542	17.125	29	32.52	24.92	10.67
2459400.213889	17.133333	29	32.76	24.91	10.74
2459400.214236	17.141667	29	33.0	24.87	10.78
2459400.214583	17.15	29	33.23	24.8	10.81
2459400.214931	17.158333	29	33.47	24.76	10.86
2459400.215278	17.166667	29	33.71	24.7	10.89
2459400.215625	17.175	29	33.95	24.67	10.94
2459400.215972	17.183333	29	34.19	24.6	10.96
2459400.216319	17.191667	29	34.43	24.52	10.98
2459400.216667	17.2	29	34.66	24.48	11.02
2459400.217014	17.208333	29	34.9	24.42	11.06
2459400.217361	17.216667	29	35.14	24.38	11.1
2459400.217708	17.225	29	35.38	24.32	11.13
2459400.218056	17.233333	29	35.62	24.29	11.18
2459400.218403	17.241667	29	35.86	24.22	11.21
2459400.21875	17.25	29	36.1	24.17	11.24
2459400.219097	17.258333	29	36.34	24.09	11.25
2459400.219444	17.266667	29	36.58	24.05	11.3
2459400.219792	17.275	29	36.82	24.0	11.33
2459400.220139	17.283333	29	37.06	23.97	11.38
2459400.220486	17.291667	29	37.3	23.91	11.4
2459400.220833	17.3	29	37.55	23.87	11.44
2459400.221181	17.308333	29	37.79	23.83	11.49
2459400.221528	17.316667	29	38.03	23.78	11.51
2459400.221875	17.325	29	38.27	23.71	11.53
2459400.222222	17.333333	29	38.51	23.64	11.55
2459400.222569	17.341667	29	38.75	23.57	11.57
2459400.222917	17.35	29	39.0	23.51	11.59
2459400.223264	17.358333	29	39.24	23.46	11.62
2459400.223611	17.366667	29	39.48	23.38	11.64
2459400.223958	17.375	29	39.72	23.36	11.69
2459400.224306	17.383333	29	39.97	23.32	11.72
2459400.224653	17.391667	29	40.21	23.25	11.74
2459400.225	17.4	29	40.45	23.2	11.77
2459400.225347	17.408333	29	40.7	23.16	11.8
2459400.225694	17.416667	29	40.94	23.11	11.83
2459400.226042	17.425	29	41.18	23.06	11.85
2459400.226389	17.433333	29	41.43	23.03	11.9
2459400.226736	17.441667	29	41.67	22.97	11.92
2459400.227083	17.45	29	41.92	22.88	11.92
2459400.227431	17.458333	29	42.16	22.85	11.95
2459400.227778	17.466667	29	42.41	22.79	11.97
2459400.228125	17.475	29	42.65	22.78	12.03
2459400.228472	17.483333	29	42.9	22.72	12.04
2459400.228819	17.491667	29	43.14	22.68	12.08
2459400.229167	17.5	29	43.39	22.64	12.11
2459400.229514	17.508333	29	43.63	22.57	12.12
2459400.229861	17.516667	29	43.88	22.54	12.16
2459400.230208	17.525	29	44.12	22.48	12.17
2459400.230556	17.533333	29	44.37	22.44	12.2
2459400.230903	17.541667	29	44.61	22.36	12.2
2459400.23125	17.55	29	44.86	22.31	12.22
2459400.231597	17.558333	29	45.11	22.27	12.25
2459400.231944	17.566667	29	45.35	22.23	12.28
2459400.232292	17.575	29	45.6	22.18	12.3
2459400.232639	17.583333	29	45.85	22.17	12.34
2459400.232986	17.591667	29	46.09	22.14	12.38
2459400.233333	17.6	29	46.34	22.1	12.41
2459400.233681	17.608333	29	46.59	22.06	12.44
2459400.234028	17.616667	29	46.83	22.03	12.47
2459400.234375	17.625	29	47.08	22.0	12.5
2459400.234722	17.633333	29	47.33	21.95	12.52
2459400.235069	17.641667	29	47.58	21.89	12.53
2459400.235417	17.65	29	47.82	21.81	12.52
2459400.235764	17.658333	29	48.07	21.78	12.55
2459400.236111	17.666667	29	48.32	21.75	12.58
2459400.236458	17.675	29	48.57	21.7	12.59
2459400.236806	17.683333	29	48.82	21.65	12.61
2459400.237153	17.691667	29	49.06	21.61	12.63
2459400.2375	17.7	29	49.31	21.55	12.64
2459400.237847	17.708333	29	49.56	21.5	12.66
2459400.238194	17.716667	29	49.81	21.46	12.67
2459400.238542	17.725	29	50.06	21.42	12.69
2459400.238889	17.733333	29	50.31	21.35	12.69
2459400.239236	17.741667	29	50.56	21.29	12.69
2459400.239583	17.75	29	50.8	21.23	12.7
2459400.239931	17.758333	29	51.05	21.19	12.72
2459400.240278	17.766667	29	51.3	21.15	12.73
2459400.240625	17.775	29	51.55	21.1	12.74
2459400.240972	17.783333	29	51.8	21.02	12.73
2459400.241319	17.791667	29	52.05	20.98	12.74
2459400.241667	17.8	29	52.3	20.93	12.75
2459400.242014	17.808333	29	52.55	20.88	12.76
2459400.242361	17.816667	29	52.8	20.82	12.76
2459400.242708	17.825	29	53.05	20.77	12.77
2459400.243056	17.833333	29	53.3	20.74	12.79
2459400.243403	17.841667	29	53.55	20.68	12.78
2459400.24375	17.85	29	53.8	20.61	12.78
2459400.244097	17.858333	29	54.05	20.57	12.79
2459400.244444	17.866667	29	54.3	20.49	12.77
2459400.244792	17.875	29	54.55	20.45	12.78
2459400.245139	17.883333	29	54.8	20.4	12.79
2459400.245486	17.891667	29	55.06	20.35	12.79
2459400.245833	17.9	29	55.31	20.3	12.79
2459400.246181	17.908333	29	55.56	20.25	12.79
2459400.246528	17.916667	29	55.81	20.18	12.78
2459400.246875	17.925	29	56.06	20.13	12.78
2459400.247222	17.933333	29	56.31	20.08	12.78
2459400.247569	17.941667	29	56.56	20.03	12.78
2459400.247917	17.95	29	56.81	19.97	12.77
2459400.248264	17.958333	29	57.06	19.92	12.77
2459400.248611	17.966667	29	57.32	19.88	12.78
2459400.248958	17.975	29	57.57	19.82	12.76
2459400.249306	17.983333	29	57.82	19.76	12.76
2459400.249653	17.991667	29	58.07	19.72	12.76
2459400.25	18.0	29	58.32	19.66	12.75
2459400.250347	18.008333	29	58.57	19.61	12.75
2459400.250694	18.016667	29	58.83	19.57	12.75
2459400.251042	18.025	29	59.08	19.51	12.74
2459400.251389	18.033333	29	59.33	19.49	12.76
2459400.251736	18.041667	29	59.58	19.43	12.74
2459400.252083	18.05	29	59.83	19.41	12.76
2459400.252431	18.058333	29	60.09	19.34	12.74
2459400.252778	18.066667	29	60.34	19.29	12.73
2459400.253125	18.075	29	60.59	19.24	12.72
2459400.253472	18.083333	29	60.84	19.2	12.73
2459400.253819	18.091667	29	61.09	19.17	12.73
2459400.254167	18.1	29	61.35	19.14	12.75
2459400.254514	18.108333	29	61.6	19.09	12.74
2459400.254861	18.116667	29	61.85	19.03	12.72
2459400.255208	18.125	29	62.1	18.99	12.72
2459400.255556	18.133333	29	62.35	18.95	12.72
2459400.255903	18.141667	29	62.61	18.91	12.72
2459400.25625	18.15	29	62.86	18.87	12.71
2459400.256597	18.158333	29	63.11	18.82	12.7
2459400.256944	18.166667	29	63.36	18.76	12.68
2459400.257292	18.175	29	63.61	18.72	12.68
2459400.257639	18.183333	29	63.87	18.74	12.73
2459400.257986	18.191667	29	64.12	18.67	12.7
2459400.258333	18.2	29	64.37	18.63	12.69
2459400.258681	18.208333	29	64.62	18.57	12.67
2459400.259028	18.216667	29	64.88	18.53	12.66
2459400.259375	18.225	29	65.13	18.47	12.64
2459400.259722	18.233333	29	65.38	18.45	12.65
2459400.260069	18.241667	29	65.63	18.42	12.65
2459400.260417	18.25	29	65.88	18.38	12.64
2459400.260764	18.258333	29	66.13	18.37	12.66
2459400.261111	18.266667	29	66.39	18.32	12.65
2459400.261458	18.275	29	66.64	18.29	12.65
2459400.261806	18.283333	29	66.89	18.24	12.63
2459400.262153	18.291667	29	67.14	18.18	12.61
2459400.2625	18.3	29	67.39	18.17	12.61
2459400.262847	18.308333	29	67.64	18.13	12.61
2459400.263194	18.316667	29	67.9	18.1	12.6
2459400.263542	18.325	29	68.15	18.04	12.58
2459400.263889	18.333333	29	68.4	18.02	12.58
2459400.264236	18.341667	29	68.65	17.98	12.57
2459400.264583	18.35	29	68.9	17.92	12.54
2459400.264931	18.358333	29	69.15	17.89	12.54
2459400.265278	18.366667	29	69.4	17.87	12.54
2459400.265625	18.375	29	69.65	17.82	12.52
2459400.265972	18.383333	29	69.9	17.8	12.53
2459400.266319	18.391667	29	70.15	17.77	12.52
2459400.266667	18.4	29	70.4	17.74	12.52
2459400.267014	18.408333	29	70.65	17.71	12.51
2459400.267361	18.416667	29	70.9	17.66	12.49
2459400.267708	18.425	29	71.15	17.63	12.48
2459400.268056	18.433333	29	71.4	17.6	12.48
2459400.268403	18.441667	29	71.65	17.59	12.48
2459400.26875	18.45	29	71.9	17.55	12.47
2459400.269097	18.458333	29	72.15	17.53	12.47
2459400.269444	18.466667	29	72.4	17.52	12.48
2459400.269792	18.475	29	72.65	17.48	12.46
2459400.270139	18.483333	29	72.9	17.46	12.47
2459400.270486	18.491667	29	73.15	17.44	12.47
2459400.270833	18.5	29	73.39	17.42	12.47
2459400.271181	18.508333	29	73.64	17.4	12.47
2459400.271528	18.516667	29	73.89	17.37	12.46
2459400.271875	18.525	29	74.14	17.36	12.47
2459400.272222	18.533333	29	74.38	17.37	12.49
2459400.272569	18.541667	29	74.63	17.33	12.47
2459400.272917	18.55	29	74.87	17.33	12.49
2459400.273264	18.558333	29	75.12	17.33	12.5
2459400.273611	18.566667	29	75.36	17.28	12.48
2459400.273958	18.575	29	75.61	17.27	12.49
2459400.274306	18.583333	29	75.85	17.25	12.48
2459400.274653	18.591667	29	76.1	17.23	12.47
2459400.275	18.6	29	76.34	17.22	12.48
2459400.275347	18.608333	29	76.58	17.2	12.48
2459400.275694	18.616667	29	76.83	17.19	12.49
2459400.276042	18.625	29	77.07	17.17	12.48
2459400.276389	18.633333	29	77.31	17.17	12.49
2459400.276736	18.641667	29	77.55	17.13	12.47
2459400.277083	18.65	29	77.79	17.14	12.49
2459400.277431	18.658333	29	78.03	17.12	12.48
2459400.277778	18.666667	29	78.26	17.1	12.48
2459400.278125	18.675	29	78.5	17.1	12.49
2459400.278472	18.683333	29	78.74	17.1	12.5
2459400.278819	18.691667	29	78.97	17.09	12.5
2459400.279167	18.7	29	79.21	17.07	12.5
2459400.279514	18.708333	29	79.44	17.07	12.51
2459400.279861	18.716667	29	79.67	17.03	12.48
2459400.280208	18.725	29	79.91	17.01	12.47
2459400.280556	18.733333	29	80.14	17.02	12.49
2459400.280903	18.741667	29	80.36	17.01	12.49
2459400.28125	18.75	29	80.59	17.01	12.51
2459400.281597	18.758333	29	80.82	17.0	12.5
2459400.281944	18.766667	29	81.04	16.98	12.5
2459400.282292	18.775	29	81.26	16.99	12.51
2459400.282639	18.783333	29	81.48	16.97	12.5
2459400.282986	18.791667	29	81.7	16.97	12.51
2459400.283333	18.8	29	81.92	16.96	12.51
2459400.283681	18.808333	29	82.13	16.96	12.51
2459400.284028	18.816667	29	82.34	16.94	12.5
2459400.284375	18.825	29	82.55	16.95	12.51
2459400.284722	18.833333	29	82.75	16.94	12.52
2459400.285069	18.841667	29	82.95	16.95	12.54
2459400.285417	18.85	29	83.15	16.93	12.52
2459400.285764	18.858333	29	83.34	16.94	12.53
2459400.286111	18.866667	29	83.53	16.93	12.53
2459400.286458	18.875	29	83.72	16.93	12.54
2459400.286806	18.883333	29	83.9	16.91	12.53
2459400.287153	18.891667	29	84.07	16.91	12.53
2459400.2875	18.9	29	84.24	16.9	12.52
2459400.287847	18.908333	29	84.4	16.9	12.53
2459400.288194	18.916667	29	84.55	16.89	12.52
2459400.288542	18.925	29	84.7	16.89	12.53
2459400.288889	18.933333	29	84.84	16.87	12.51
2459400.289236	18.941667	29	84.97	16.85	12.49
2459400.289583	18.95	29	85.08	16.85	12.49
2459400.289931	18.958333	29	85.19	16.83	12.48
2459400.290278	18.966667	29	85.29	16.81	12.46
2459400.290625	18.975	29	85.37	16.8	12.45
2459400.290972	18.983333	29	85.45	16.81	12.46
2459400.291319	18.991667	29	85.5	16.77	12.43
2459400.291667	19.0	29	85.55	16.75	12.41
2459400.292014	19.008333	29	85.58	16.73	12.38
2459400.292361	19.016667	29	85.6	16.72	12.38
2459400.292708	19.025	29	85.6	16.69	12.34
2459400.293056	19.033333	29	85.59	16.7	12.36
2459400.293403	19.041667	29	85.56	16.69	12.35
2459400.29375	19.05	29	85.52	16.69	12.34
2459400.294097	19.058333	29	85.46	16.67	12.32
2459400.294444	19.066667	29	85.4	16.65	12.3
2459400.294792	19.075	29	85.32	16.66	12.3
2459400.295139	19.083333	29	85.22	16.62	12.27
2459400.295486	19.091667	29	85.12	16.63	12.27
2459400.295833	19.1	29	85.0	16.61	12.25
2459400.296181	19.108333	29	84.88	16.61	12.25
2459400.296528	19.116667	29	84.75	16.62	12.25
2459400.296875	19.125	29	84.6	16.59	12.23
2459400.297222	19.133333	29	84.46	16.59	12.22
2459400.297569	19.141667	29	84.3	16.56	12.19
2459400.297917	19.15	29	84.14	16.57	12.19
2459400.298264	19.158333	29	83.97	16.55	12.17
2459400.298611	19.166667	29	83.79	16.55	12.16
2459400.298958	19.175	29	83.61	16.53	12.13
2459400.299306	19.183333	29	83.43	16.5	12.1
2459400.299653	19.191667	29	83.24	16.49	12.08
2459400.3	19.2	29	83.05	16.48	12.07
2459400.300347	19.208333	29	82.85	16.47	12.05
2459400.300694	19.216667	29	82.65	16.45	12.03
2459400.301042	19.225	29	82.45	16.43	12.0
2459400.301389	19.233333	29	82.24	16.41	11.97
2459400.301736	19.241667	29	82.04	16.39	11.95
2459400.302083	19.25	29	81.83	16.37	11.92
2459400.302431	19.258333	29	81.62	16.35	11.89
2459400.302778	19.266667	29	81.4	16.32	11.86
2459400.303125	19.275	29	81.19	16.31	11.84
2459400.303472	19.283333	29	80.97	16.3	11.82
2459400.303819	19.291667	29	80.75	16.28	11.79
2459400.304167	19.3	29	80.53	16.27	11.77
2459400.304514	19.308333	29	80.31	16.25	11.74
2459400.304861	19.316667	29	80.09	16.25	11.73
2459400.305208	19.325	29	79.86	16.23	11.71
2459400.305556	19.333333	29	79.64	16.22	11.69
2459400.305903	19.341667	29	79.41	16.18	11.63
2459400.30625	19.35	29	79.19	16.18	11.62
2459400.306597	19.358333	29	78.96	16.17	11.6
2459400.306944	19.366667	29	78.73	16.17	11.59
2459400.307292	19.375	29	78.5	16.17	11.58
2459400.307639	19.383333	29	78.28	16.16	11.55
2459400.307986	19.391667	29	78.05	16.16	11.54
2459400.308333	19.4	29	77.82	16.15	11.52
2459400.308681	19.408333	29	77.59	16.15	11.51
2459400.309028	19.416667	29	77.35	16.15	11.5
2459400.309375	19.425	29	77.12	16.16	11.49
2459400.309722	19.433333	29	76.89	16.17	11.49
2459400.310069	19.441667	29	76.66	16.18	11.48
2459400.310417	19.45	29	76.43	16.19	11.48
2459400.310764	19.458333	29	76.19	16.18	11.46
2459400.311111	19.466667	29	75.96	16.19	11.46
2459400.311458	19.475	29	75.73	16.2	11.45
2459400.311806	19.483333	29	75.49	16.18	11.41
2459400.312153	19.491667	29	75.26	16.18	11.4
2459400.3125	19.5	29	75.02	16.19	11.4
2459400.312847	19.508333	29	74.79	16.19	11.38
2459400.313194	19.516667	29	74.56	16.19	11.37
2459400.313542	19.525	29	74.32	16.19	11.35
2459400.313889	19.533333	29	74.09	16.21	11.35
2459400.314236	19.541667	29	73.85	16.21	11.33
2459400.314583	19.55	29	73.62	16.23	11.34
2459400.314931	19.558333	29	73.38	16.24	11.33
2459400.315278	19.566667	29	73.15	16.24	11.32
2459400.315625	19.575	29	72.91	16.28	11.33
2459400.315972	19.583333	29	72.68	16.29	11.32
2459400.316319	19.591667	29	72.44	16.3	11.32
2459400.316667	19.6	29	72.2	16.32	11.32
2459400.317014	19.608333	29	71.97	16.33	11.31
2459400.317361	19.616667	29	71.73	16.34	11.3
2459400.317708	19.625	29	71.5	16.38	11.32
2459400.318056	19.633333	29	71.26	16.38	11.3
2459400.318403	19.641667	29	71.03	16.4	11.3
2459400.31875	19.65	29	70.79	16.4	11.28
2459400.319097	19.658333	29	70.56	16.41	11.27
2459400.319444	19.666667	29	70.32	16.42	11.26
2459400.319792	19.675	29	70.09	16.42	11.24
2459400.320139	19.683333	29	69.85	16.42	11.22
2459400.320486	19.691667	29	69.62	16.44	11.21
2459400.320833	19.7	29	69.38	16.44	11.2
2459400.321181	19.708333	29	69.15	16.45	11.19
2459400.321528	19.716667	29	68.91	16.45	11.17
2459400.321875	19.725	29	68.68	16.47	11.16
2459400.322222	19.733333	29	68.44	16.47	11.13
2459400.322569	19.741667	29	68.21	16.47	11.11
2459400.322917	19.75	29	67.97	16.49	11.11
2459400.323264	19.758333	29	67.74	16.49	11.09
2459400.323611	19.766667	29	67.51	16.51	11.08
2459400.323958	19.775	29	67.27	16.53	11.08
2459400.324306	19.783333	29	67.04	16.53	11.06
2459400.324653	19.791667	29	66.8	16.54	11.04
2459400.325	19.8	29	66.57	16.54	11.01
2459400.325347	19.808333	29	66.34	16.56	11.02
2459400.325694	19.816667	29	66.1	16.56	10.99
2459400.326042	19.825	29	65.87	16.58	10.98
2459400.326389	19.833333	29	65.64	16.59	10.97
2459400.326736	19.841667	29	65.4	16.58	10.94
2459400.327083	19.85	29	65.17	16.57	10.9
2459400.327431	19.858333	29	64.94	16.58	10.88
2459400.327778	19.866667	29	64.7	16.59	10.86
2459400.328125	19.875	29	64.47	16.6	10.85
2459400.328472	19.883333	29	64.24	16.57	10.8
2459400.328819	19.891667	29	64.01	16.58	10.78
2459400.329167	19.9	29	63.77	16.59	10.76
2459400.329514	19.908333	29	63.54	16.58	10.72
2459400.329861	19.916667	29	63.31	16.6	10.72
2459400.330208	19.925	29	63.08	16.6	10.69
2459400.330556	19.933333	29	62.85	16.61	10.68
2459400.330903	19.941667	29	62.62	16.61	10.65
2459400.33125	19.95	29	62.38	16.62	10.62
2459400.331597	19.958333	29	62.15	16.64	10.62
2459400.331944	19.966667	29	61.92	16.65	10.6
2459400.332292	19.975	29	61.69	16.66	10.58
2459400.332639	19.983333	29	61.46	16.7	10.59
2459400.332986	19.991667	29	61.23	16.71	10.57
2459400.333333	20.0	29	61.0	16.71	10.54
2459400.333681	20.008333	29	60.77	16.74	10.54
2459400.334028	20.016667	29	60.54	16.76	10.53
2459400.334375	20.025	29	60.31	16.77	10.51
2459400.334722	20.033333	29	60.08	16.8	10.5
2459400.335069	20.041667	29	59.85	16.81	10.48
2459400.335417	20.05	29	59.62	16.82	10.46
2459400.335764	20.058333	29	59.4	16.84	10.44
2459400.336111	20.066667	29	59.17	16.89	10.46
2459400.336458	20.075	29	58.94	16.92	10.45
2459400.336806	20.083333	29	58.71	16.95	10.45
2459400.337153	20.091667	29	58.48	16.98	10.45
2459400.3375	20.1	29	58.25	17.0	10.43
2459400.337847	20.108333	29	58.03	17.07	10.46
2459400.338194	20.116667	29	57.8	17.12	10.48
2459400.338542	20.125	29	57.57	17.11	10.44
2459400.338889	20.133333	29	57.34	17.13	10.42
2459400.339236	20.141667	29	57.12	17.19	10.44
2459400.339583	20.15	29	56.89	17.19	10.4
2459400.339931	20.158333	29	56.66	17.21	10.39
2459400.340278	20.166667	29	56.44	17.22	10.37
2459400.340625	20.175	29	56.21	17.28	10.38
2459400.340972	20.183333	29	55.99	17.29	10.36
2459400.341319	20.191667	29	55.76	17.34	10.37
2459400.341667	20.2	29	55.53	17.37	10.36
2459400.342014	20.208333	29	55.31	17.37	10.33
2459400.342361	20.216667	29	55.08	17.39	10.31
2459400.342708	20.225	29	54.86	17.39	10.28
2459400.343056	20.233333	29	54.63	17.43	10.27
2459400.343403	20.241667	29	54.41	17.44	10.24
2459400.34375	20.25	29	54.19	17.44	10.21
2459400.344097	20.258333	29	53.96	17.43	10.16
2459400.344444	20.266667	29	53.74	17.43	10.13
2459400.344792	20.275	29	53.51	17.45	10.11
2459400.345139	20.283333	29	53.29	17.47	10.09
2459400.345486	20.291667	29	53.07	17.5	10.08
2459400.345833	20.3	29	52.84	17.51	10.05
2459400.346181	20.308333	29	52.62	17.55	10.05
2459400.346528	20.316667	29	52.4	17.59	10.05
2459400.346875	20.325	29	52.18	17.62	10.04
2459400.347222	20.333333	29	51.95	17.64	10.02
2459400.347569	20.341667	29	51.73	17.69	10.02
2459400.347917	20.35	29	51.51	17.74	10.02
2459400.348264	20.358333	29	51.29	17.78	10.02
2459400.348611	20.366667	29	51.07	17.82	10.01
2459400.348958	20.375	29	50.85	17.87	10.02
2459400.349306	20.383333	29	50.63	17.91	10.01
2459400.349653	20.391667	29	50.4	17.96	10.01
2459400.35	20.4	29	50.18	17.98	9.98
2459400.350347	20.408333	29	49.96	18.01	9.97
2459400.350694	20.416667	29	49.74	18.07	9.98
2459400.351042	20.425	29	49.52	18.11	9.98
2459400.351389	20.433333	29	49.3	18.15	9.97
2459400.351736	20.441667	29	49.09	18.18	9.95
2459400.352083	20.45	29	48.87	18.22	9.94
2459400.352431	20.458333	29	48.65	18.25	9.92
2459400.352778	20.466667	29	48.43	18.28	9.91
2459400.353125	20.475	29	48.21	18.32	9.9
2459400.353472	20.483333	29	47.99	18.36	9.89
2459400.353819	20.491667	29	47.77	18.39	9.87
2459400.354167	20.5	29	47.56	18.41	9.85
2459400.354514	20.508333	29	47.34	18.43	9.82
2459400.354861	20.516667	29	47.12	18.46	9.8
2459400.355208	20.525	29	46.9	18.47	9.77
2459400.355556	20.533333	29	46.69	18.54	9.78
2459400.355903	20.541667	29	46.47	18.56	9.76
2459400.35625	20.55	29	46.25	18.62	9.76
2459400.356597	20.558333	29	46.04	18.64	9.73
2459400.356944	20.566667	29	45.82	18.7	9.73
2459400.357292	20.575	29	45.61	18.75	9.73
2459400.357639	20.583333	29	45.39	18.78	9.71
2459400.357986	20.591667	29	45.17	18.81	9.69
2459400.358333	20.6	29	44.96	18.86	9.69
2459400.358681	20.608333	29	44.74	18.88	9.66
2459400.359028	20.616667	29	44.53	18.94	9.66
2459400.359375	20.625	29	44.32	18.94	9.62
2459400.359722	20.633333	29	44.1	19.0	9.62
2459400.360069	20.641667	29	43.89	19.06	9.61
2459400.360417	20.65	29	43.67	19.09	9.6
2459400.360764	20.658333	29	43.46	19.14	9.59
2459400.361111	20.666667	29	43.25	19.18	9.57
2459400.361458	20.675	29	43.03	19.21	9.55
2459400.361806	20.683333	29	42.82	19.25	9.53
2459400.362153	20.691667	29	42.61	19.33	9.54
2459400.3625	20.7	29	42.39	19.35	9.52
2459400.362847	20.708333	29	42.18	19.45	9.54
2459400.363194	20.716667	29	41.97	19.48	9.52
2459400.363542	20.725	29	41.76	19.6	9.56
2459400.363889	20.733333	29	41.55	19.68	9.56
2459400.364236	20.741667	29	41.33	19.76	9.58
2459400.364583	20.75	29	41.12	19.83	9.58
2459400.364931	20.758333	29	40.91	19.87	9.56
2459400.365278	20.766667	29	40.7	19.92	9.55
2459400.365625	20.775	29	40.49	19.94	9.52
2459400.365972	20.783333	29	40.28	20.03	9.53
2459400.366319	20.791667	29	40.07	20.13	9.55
2459400.366667	20.8	29	39.86	20.2	9.56
2459400.367014	20.808333	29	39.65	20.26	9.55
2459400.367361	20.816667	29	39.44	20.38	9.58
2459400.367708	20.825	29	39.23	20.46	9.59
2459400.368056	20.833333	29	39.02	20.53	9.59
2459400.368403	20.841667	29	38.81	20.6	9.59
2459400.36875	20.85	29	38.61	20.65	9.57
2459400.369097	20.858333	29	38.4	20.71	9.56
2459400.369444	20.866667	29	38.19	20.79	9.57
